exporterISO,exporterName,importerISO,importerName,exp_2020,imp_2020,exp_2021,imp_2021,exp_2022,imp_2022,exp_2023,imp_2023,exp_2024,imp_2024
ARE,United Arab Emirates,ETH,Ethiopia,701942.756,3156083.41,278949.591,2842606.5,559473.485,384730.953,285319.292,959420.005,0.0,0.0
ARE,United Arab Emirates,FIN,Finland,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.702
ARE,United Arab Emirates,FJI,Fiji,0.0,20502.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33700.568
ARE,United Arab Emirates,FRA,France,123788.792,49106.433,157174.509,66751.498,609645.973,18020.821,73941.49,2010.078,0.0,9807.449
ARE,United Arab Emirates,GAB,Gabon,36811.652,4760.941,17699.115,1414.623,16299.003,2042.708,4616.746,19258.765,0.0,0.0
ARE,United Arab Emirates,GBR,United Kingdom of Great Britain and Northern Ireland,3563635.811,1134053.378,1580130.515,1316508.252,759098.557,2840821.05,261723.448,287720.08,0.0,3738.948
ARE,United Arab Emirates,GEO,Georgia,18578.711,53429.61,22592.157,200194.69,33705.325,39833.8,0.0,12634.13,0.0,36650.0
ARE,United Arab Emirates,GHA,Ghana,1358674.244,0.0,1517229.815,1608344.558,3314753.969,2596807.288,2456139.041,1038532.224,0.0,0.0
ARE,United Arab Emirates,GIN,Guinea,105892.602,0.0,40254.414,0.0,41690.776,0.0,30854.436,0.0,0.0,0.0
ARE,United Arab Emirates,GMB,Gambia,500635.548,142297.27,12021.004,444097.52,8054.581,370313.063,7490.208,463914.65,0.0,123727.752
ARE,United Arab Emirates,GNB,Guinea-Bissau,0.0,0.0,0.0,0.0,5.446,0.0,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,GNQ,Equatorial Guinea,29339.254,0.0,2309.054,0.0,0.0,0.0,5663.717,0.0,0.0,0.0
ARE,United Arab Emirates,GRC,Greece,101739.014,0.0,86481.359,0.0,94510.63,0.0,91279.437,0.0,0.0,0.0
ARE,United Arab Emirates,GUY,Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25406.411,0.0,10451.801
ARE,United Arab Emirates,HKG,HKG,16472.138,0.0,9909.816,0.0,10656.356,0.0,106396.61,0.0,0.0,0.0
ARE,United Arab Emirates,HRV,Croatia,0.0,0.0,0.0,0.0,32879.509,0.0,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,HUN,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
ARE,United Arab Emirates,IDN,Indonesia,0.0,0.0,8476.514,121.0,34918.447,0.0,0.0,20800.0,0.0,137.0
ARE,United Arab Emirates,IND,India,1233372.028,91054.737,1132813.678,25268.625,8391916.792,54457.9,797185.263,0.0,0.0,8183.642
ARE,United Arab Emirates,IRL,Ireland,251304.037,0.0,72272.314,210.528,36921.987,0.0,62486.89,0.0,0.0,32.471
ARE,United Arab Emirates,IRN,Iran (Islamic Republic of),9095378.202,636778940.0,8884365.301,2732691264.0,12627263.146,2916300465.0,8594697.756,0.0,0.0,0.0
ARE,United Arab Emirates,IRQ,Iraq,6211048.127,0.0,4683472.719,0.0,11085249.678,0.0,12254405.474,0.0,0.0,0.0
ARE,United Arab Emirates,ISL,Iceland,0.0,0.0,0.0,1441.858,0.0,0.0,0.0,206.143,0.0,0.0
ARE,United Arab Emirates,ISR,Israel,0.0,9008000.0,0.0,17131000.0,42359.247,144705000.0,31417.78,246000.0,0.0,214509000.0
ARE,United Arab Emirates,ITA,Italy,19279.021,0.0,9933.56,5101.159,150818.858,0.0,1952.417,35609.419,0.0,0.0
ARE,United Arab Emirates,JOR,Jordan,709183.658,12426.763,218129.225,60904.141,1345484.237,140494.436,282586.154,119930.155,0.0,0.0
ARE,United Arab Emirates,JPN,Japan,70949.672,0.0,88551.447,3152.492,23128.386,0.0,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,KAZ,Kazakhstan,107808.232,0.0,3705.582,0.0,71386.345,0.0,643.572,0.0,0.0,0.0
ARE,United Arab Emirates,KEN,Kenya,1122313.225,12215.538,335865.112,4985.597,1033042.877,1200951.396,713284.702,6789175.071,0.0,78799.206
ARE,United Arab Emirates,KGZ,Kyrgyzstan,54965.99,0.0,51249.965,12000.0,150281.793,0.0,197127.504,52574.0,0.0,0.0
ARE,United Arab Emirates,KHM,Cambodia,0.0,0.0,0.0,0.0,4424.561,0.0,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,KOR,"Korea, Republic of",23691.384,52.0,21323.73,11.0,63018.923,20.0,27943.174,312.0,0.0,310.0
ARE,United Arab Emirates,KWT,Kuwait,12580709.694,603119.0,4012112.223,400226.0,3597589.04,173403.404,4666656.951,662357.643,0.0,165845.0
ARE,United Arab Emirates,LBN,Lebanon,39931.331,70551.0,181628.913,4642.0,149434.142,878.0,41358.112,88961.0,0.0,27425.0
ARE,United Arab Emirates,LBR,Liberia,48986.871,1133103.38,23940.773,7469.54,21164.898,992894.68,31748.481,21192.76,0.0,0.0
ARE,United Arab Emirates,LBY,Libya,302658.606,0.0,536291.503,0.0,1046348.126,0.0,333736.394,0.0,0.0,0.0
ARE,United Arab Emirates,LKA,Sri Lanka,1448725.426,819.939,3587405.705,28734.492,25450675.717,26077.927,6119193.724,1316.281,0.0,3786.567
ARE,United Arab Emirates,MAR,Morocco,1.016,341.376,12797.821,1025.201,156870.792,0.0,25795.762,0.0,0.0,0.0
ARE,United Arab Emirates,MDA,Republic of Moldova,0.0,0.0,0.0,0.0,59.905,0.0,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,MDG,Madagascar,152200.998,59909.93,175832.594,1561646.59,1205.963,14160.098,14918.148,483697.369,0.0,0.0
ARE,United Arab Emirates,MDV,Maldives,168703.897,638048.502,296122.2,1381699.207,294147.752,257973.783,233774.594,1531599.545,0.0,255467.766
ARE,United Arab Emirates,MEX,Mexico,4502.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,MLI,Mali,426.576,3880.86,3357.413,1.804,0.0,0.0,0.0,65963.333,0.0,0.0
ARE,United Arab Emirates,MLT,Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.449
ARE,United Arab Emirates,MMR,Myanmar,0.0,0.0,0.0,0.0,18170.728,0.0,0.0,0.0,0.0,0.0
ARE,United Arab Emirates,MNE,Montenegro,0.0,149.817,0.0,0.0,304.901,0.0,4012.629,306.583,0.0,0.0
ARE,United Arab Emirates,MOZ,Mozambique,9610.552,8741570.594,9012.389,5816783.219,11738.325,11474911.961,20681.878,25966000.0,0.0,3052478.6
ARE,United Arab Emirates,MRT,Mauritania,26793.222,0.0,49589.651,0.0,70667.99,0.0,14910.823,34739.443,0.0,34950.755
ARE,United Arab Emirates,MUS,Mauritius,618417.976,3871.031,217681.731,17375.844,178990.111,3560.097,11536.057,2754.685,0.0,326313.06
ARE,United Arab Emirates,MWI,Malawi,37.489,4637389.153,7791.668,2613921.14,4157.114,696201.387,10309.443,43625.79,0.0,4971.319
ARE,United Arab Emirates,MYS,Malaysia,426122.603,264.067,41503.974,0.0,30563.389,16907.682,12995.746,43749.938,0.0,136955.721
ARE,United Arab Emirates,NAM,Namibia,0.0,0.0,0.0,0.0,0.0,86.976,0.0,47.93,0.0,0.0
ARE,United Arab Emirates,NER,Niger,151091.495,15437.356,36979.789,4240.958,6355.344,8573.045,4647.297,12963.048,0.0,0.0
ARE,United Arab Emirates,NGA,Nigeria,1638924.982,1105277.2,536362.43,49032.644,451761.73,149985.402,749251.62,8.447,0.0,78932595.677
ARE,United Arab Emirates,NLD,Netherlands,146286.874,1221.008,2394.29,1335.314,99319.265,11712.007,48921.27,14601.451,0.0,157550.217
