exporterISO,exporterName,importerISO,importerName,exp_2020,imp_2020,exp_2021,imp_2021,exp_2022,imp_2022,exp_2023,imp_2023,exp_2024,imp_2024
A59,A59,ARE,United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741.321,0.0,0.0
A59,A59,CHN,China,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1427.0,0.0,0.0
A59,A59,ISR,Israel,0.0,24000.0,0.0,555000.0,0.0,4563000.0,0.0,0.0,0.0,87000.0
A59,A59,JPN,Japan,0.0,573403.906,0.0,1588309.545,0.0,106396.938,0.0,0.0,0.0,0.0
A79,A79,CHN,China,0.0,329374.0,0.0,323787.0,0.0,324061.0,0.0,344120.0,0.0,485351.0
A79,A79,EGY,Egypt,0.0,20926.297,0.0,0.0,0.0,0.0,0.0,520.567,0.0,366.686
A79,A79,HKG,HKG,0.0,170145.40600000002,0.0,549713.6579999999,0.0,349708.737,0.0,67530.027,0.0,235894.321
A79,A79,JPN,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160.339,0.0,0.0
ABW,ABW,AGO,Angola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518.795,0.0,0.0
ABW,ABW,ARE,United Arab Emirates,0.0,13419.743,0.0,5309.334000000001,0.0,26353.891,0.0,217278.354,0.0,0.0
ABW,ABW,ARG,Argentina,0.0,0.0,0.0,0.0,0.0,638.04,0.0,404.04,0.0,0.0
ABW,ABW,ATG,Antigua and Barbuda,0.0,745.593,0.0,0.0,0.0,2294.896,0.0,0.0,0.0,423.415
ABW,ABW,AUT,Austria,0.0,7480.031,0.0,635.132,0.0,57997.706,0.0,2799.405,0.0,4766.804
ABW,ABW,BEL,Belgium,0.0,870.114,0.0,467.076,0.0,1091.748,0.0,5711.8550000000005,0.0,6031.467
ABW,ABW,BGR,Bulgaria,0.0,0.0,0.0,0.0,0.0,4753.939,0.0,348.818,0.0,76.334
ABW,ABW,BHR,Bahrain,0.0,0.0,0.0,2256.941,0.0,3848.191,0.0,1903.385,0.0,0.0
ABW,ABW,BHS,Bahamas,0.0,0.0,0.0,8731.0,0.0,540.0,0.0,41.0,0.0,11123.0
ABW,ABW,BIH,Bosnia and Herzegovina,0.0,0.0,0.0,127.2,0.0,0.0,0.0,0.0,0.0,0.0
ABW,ABW,BMU,BMU,0.0,0.0,0.0,1930.0,0.0,0.0,0.0,0.0,0.0,0.0
