commodity,year,exporterISO,exporterName,importerISO,importerName,exp_A_to_B,imp_B_from_A,abs_gap,abs_vs_relative_x,abs_vs_relative_y,mismatch_pct,exp_to_imp_ratio,exp_to_imp_ratio_zero_inclusive,exp_to_imp_ratio_case,reverse_row_present,is_suspicious,reason,severity,source_file
ores_HS26,2021,CHN,China,AUS,Australia,4695807.0,115592591230.0,115587895423.0,115587895423.0,24616.12907642925,99.99593762286145,4.062377138562914e-05,4.062377138562914e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,AUS,Australia,CHN,China,97293584616.939,4883458.059,97288701158.87999,97288701158.87999,19923.092087917325,99.99498069880123,19923.092087917325,19923.092087917325,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,AUS,Australia,2749688.0,89743577537.0,89740827849.0,89740827849.0,32637.73109421869,99.99693606152611,3.063938473888388e-05,3.063938473888388e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,CHN,China,AUS,Australia,5070183.0,88355192220.0,88350122037.0,88350122037.0,17426.43060812598,99.99426159021037,5.738409789631263e-05,5.738409789631263e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,AUS,Australia,2347294.0,86077349719.0,86075002425.0,86075002425.0,36670.88558953416,99.9972730410408,2.7269589591951364e-05,2.7269589591951364e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHN,China,AUS,Australia,6055697.0,79717766810.0,79711711113.0,79711711113.0,13164.094374272689,99.99240357922415,7.596420775851886e-05,7.596420775851886e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,AUS,Australia,CHN,China,79375640727.013,3738578.641,79371902148.372,79371902148.372,21231.50222293612,99.99529001768457,21231.50222293612,21231.50222293612,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,AUS,Australia,CHN,China,74284614803.054,9248705.987,74275366097.067,74275366097.067,8031.892775861684,99.98754963458919,8031.892775861684,8031.892775861684,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,AUS,Australia,CHN,China,73033377273.556,2134849.415,73031242424.141,73031242424.141,34210.08374661217,99.99707688526166,34210.08374661217,34210.08374661217,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,AUS,Australia,CHN,China,68105728382.259,5622445.989,68100105936.270004,68100105936.270004,12113.184993773892,99.99174453291589,12113.184993773892,12113.184993773892,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHN,China,BRA,Brazil,1847430.0,40283558527.0,40281711097.0,40281711097.0,21805.188032564158,99.99541393544277,4.5860645572355845e-05,4.5860645572355845e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,BRA,Brazil,923218.0,30795666219.0,30794743001.0,30794743001.0,33356.873695053604,99.99700211713741,2.9978828625905884e-05,2.9978828625905884e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,BRA,Brazil,875164.0,29892371671.0,29891496507.0,29891496507.0,34156.30861301425,99.99707228315762,2.9277168423843663e-05,2.9277168423843663e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,BRA,Brazil,CHN,China,29565158900.0,1154988.0,29564003912.0,29564003912.0,25597.806124392635,99.99609341521246,25597.806124392635,25597.806124392635,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHN,China,BRA,Brazil,1274437.0,27701000048.0,27699725611.0,27699725611.0,21735.872426804934,99.99539931050218,4.6006894978219884e-05,4.6006894978219884e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,CHN,China,BRA,Brazil,2094530.0,27042129133.0,27040034603.0,27040034603.0,12910.83399760328,99.99225456697695,7.745433023038142e-05,7.745433023038142e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,PER,Peru,238930.0,25025548560.0,25025309630.0,25025309630.0,104740.08521324238,99.99904525569369,9.54744306312221e-06,9.54744306312221e-06,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHN,China,CHL,Chile,17783661.0,24071639104.0,24053855443.0,24053855443.0,1353.5817570971467,99.92612193576363,0.0007387806423636884,0.0007387806423636884,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,CHL,Chile,3019341.0,23205035486.0,23202016145.0,23202016145.0,7685.463644550251,99.98698842325916,0.0001301157674083981,0.0001301157674083981,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHL,Chile,CHN,China,22468128350.283,928683.383,22467199666.9,22467199666.9,24193.528991228864,99.995866663353,24193.528991228864,24193.528991228864,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHL,Chile,CHN,China,22392258538.499,3133312.646,22389125225.853,22389125225.853,7146.512674719853,99.98600716117755,7146.512674719853,7146.512674719853,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,PER,Peru,3509967.0,21651086080.0,21647576113.0,21647576113.0,6168.458586647681,99.98378849454927,0.00016211505450723328,0.00016211505450723328,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,BRA,Brazil,CHN,China,21329438214.0,1771692.0,21327666522.0,21327666522.0,12039.02157598499,99.99169367715068,12039.02157598499,12039.02157598499,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,PER,Peru,CHN,China,21325669778.324,1765287.044,21323904491.280003,21323904491.280003,12080.567775539626,99.99172224336985,12080.567775539626,12080.567775539626,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,BRA,Brazil,CHN,China,20716438653.0,57976587.0,20658462066.0,20658462066.0,357.32421870573376,99.72014211529738,357.32421870573376,357.32421870573376,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,CHL,Chile,5375169.0,20626486177.0,20621111008.0,20621111008.0,3837.365146472604,99.97394045232002,0.0002605954767998097,0.0002605954767998097,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,CHN,China,CHL,Chile,3194844.0,20360898280.0,20357703436.0,20357703436.0,6373.049288165556,99.98430892411491,0.00015691075885086148,0.00015691075885086148,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHN,China,PER,Peru,1394225.0,19865439905.0,19864045680.0,19864045680.0,14248.374476859904,99.99298165554517,7.018344454829228e-05,7.018344454829228e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,PER,Peru,CHN,China,19797889643.97,464570.3,19797425073.670002,19797425073.670002,42615.48713718893,99.99765343524814,42615.48713718893,42615.48713718893,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,CHN,China,PER,Peru,602345.0,19579129290.0,19578526945.0,19578526945.0,32504.842390988553,99.996923535306,3.0764646940027433e-05,3.0764646940027433e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,BRA,Brazil,CHN,China,19235236977.0,954240.0,19234282737.0,19234282737.0,20157.651090920524,99.99503910452916,20157.651090920524,20157.651090920524,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHL,Chile,CHN,China,19057469748.266,2769089.667,19054700658.599,19054700658.599,6882.214749265467,99.98546979371565,6882.214749265467,6882.214749265467,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,BRA,Brazil,CHN,China,18790347305.0,3258815.0,18787088490.0,18787088490.0,5766.006141803079,99.9826569730346,5766.006141803079,5766.006141803079,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,CHL,Chile,CHN,China,16923729737.506,1164145.383,16922565592.123001,16922565592.123001,14537.47099343691,99.99312122445197,14537.47099343691,14537.47099343691,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHL,Chile,CHN,China,15054307323.687,1796400.845,15052510922.842001,15052510922.842001,8380.260655960112,99.9880671969399,8380.260655960112,8380.260655960112,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHN,China,CHL,Chile,3921753.0,14864837706.0,14860915953.0,14860915953.0,3790.3554114703297,99.97361724979737,0.00026382750202627744,0.00026382750202627744,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,PER,Peru,CHN,China,14325682457.17,406990.3,14325275466.87,14325275466.87,35199.07589239842,99.99715901632459,35199.07589239842,35199.07589239842,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,PER,Peru,CHN,China,13577257053.097,744210.464,13576512842.633,13576512842.633,18243.840566446266,99.99451869798818,18243.840566446266,18243.840566446266,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,JPN,Japan,AUS,Australia,5252990.964,12679954513.487,12674701522.522999,12674701522.522999,2413.854240448109,99.95857247785538,0.0004142752214459973,0.0004142752214459973,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHN,China,ZAF,South Africa,471886.0,12299069088.0,12298597202.0,12298597202.0,26063.64479556503,99.99616323807416,3.836761925830724e-05,3.836761925830724e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,ZAF,South Africa,931581.0,12267231730.0,12266300149.0,12266300149.0,13168.18583676567,99.9924059394939,7.594060506102463e-05,7.594060506102463e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,ZAF,South Africa,201520.0,11470979029.0,11470777509.0,11470777509.0,56922.285773124255,99.99824321882647,1.7567811735208777e-05,1.7567811735208777e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,CHN,China,ZAF,South Africa,88369.0,11377708285.0,11377619916.0,11377619916.0,128752.25797508175,99.99922331459213,7.766854078734187e-06,7.766854078734187e-06,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHN,China,PER,Peru,624483.0,11366864177.0,11366239694.0,11366239694.0,18202.03941020012,99.9945061101261,5.4938898738985084e-05,5.4938898738985084e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,KOR,"Korea, Republic of",AUS,Australia,29145816.0,11017583892.0,10988438076.0,10988438076.0,378.0159694962735,99.73546091152377,0.0026453908847622323,0.0026453908847622323,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,JPN,Japan,AUS,Australia,5592436.295,10162033569.203,10156441132.907999,10156441132.907999,1817.1031430949897,99.94496735070874,0.0005503264929126396,0.0005503264929126396,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,AUS,Australia,KOR,"Korea, Republic of",9961539593.4,7320885.571,9954218707.829,9954218707.829,1360.7014474943223,99.9265084929658,1360.7014474943223,1360.7014474943223,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHN,China,ZAF,South Africa,161089.0,9273383601.0,9273222512.0,9273222512.0,57566.83324745948,99.99826288863989,1.7371113601148657e-05,1.7371113601148657e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,AUS,Australia,JPN,Japan,9056210911.439,6897166.933,9049313744.505999,9049313744.505999,1313.033452635298,99.92384047809345,1313.033452635298,1313.033452635298,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,ZAF,South Africa,CHN,China,8227214241.968,8731109.599,8218483132.369,8218483132.369,942.2873632132952,99.89387526151366,942.2873632132952,942.2873632132952,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,PER,Peru,CHN,China,8216199595.06,325861.82,8215873733.240001,8215873733.240001,25213.75347090371,99.99603391061488,25213.75347090371,25213.75347090371,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,ZAF,South Africa,CHN,China,8184858935.679,6867222.059,8177991713.62,8177991713.62,1191.873346363125,99.91609846775654,1191.873346363125,1191.873346363125,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,ZAF,South Africa,CHN,China,7954604129.228,7457599.08,7947146530.148,7947146530.148,1066.6441094374304,99.9062480173891,1066.6441094374304,1066.6441094374304,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,JPN,Japan,AUS,Australia,5696418.01,7944748972.751,7939052554.741,7939052554.741,1394.6920606605906,99.92829958467489,0.0007170041532511154,0.0007170041532511154,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,JPN,Japan,AUS,Australia,10610670.376,7844886367.744,7834275697.368,7834275697.368,739.3393715714839,99.86474411637587,0.0013525588362411644,0.0013525588362411644,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,KOR,"Korea, Republic of",AUS,Australia,31277274.0,7789522042.0,7758244768.0,7758244768.0,249.04734479098147,99.5984699211151,0.004015300788849093,0.004015300788849093,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,GIN,Guinea,6149189.0,7610174754.0,7604025565.0,7604025565.0,1237.5899901596779,99.91919779507339,0.0008080220492660713,0.0008080220492660713,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,ZAF,South Africa,CHN,China,7366586815.398,4740406.074,7361846409.323999,7361846409.323999,1553.9991090218994,99.93564989875512,1553.9991090218994,1553.9991090218994,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,JPN,Japan,AUS,Australia,4741191.714,7204014391.342,7199273199.628,7199273199.628,1519.4522444788868,99.93418680951419,0.0006581319048582282,0.0006581319048582282,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,KOR,"Korea, Republic of",AUS,Australia,13200342.0,7191469536.0,7178269194.0,7178269194.0,544.7941830598025,99.81644444248954,0.001835555575104643,0.001835555575104643,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,AUS,Australia,KOR,"Korea, Republic of",7044035257.625,31615059.905,7012420197.72,7012420197.72,222.80632327731152,99.5511797038384,222.80632327731152,222.80632327731152,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,KOR,"Korea, Republic of",AUS,Australia,4520583.0,6803011512.0,6798490929.0,6798490929.0,1504.8969374082944,99.93355026678955,0.0006644973321044704,0.0006644973321044704,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,ZAF,South Africa,CHN,China,6714997311.923,2672631.202,6712324680.721001,6712324680.721001,2512.504271782052,99.96019907264514,2512.504271782052,2512.504271782052,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,AUS,Australia,KOR,"Korea, Republic of",6696706504.051,13677884.924,6683028619.127,6683028619.127,489.60102685909976,99.7957520623649,489.60102685909976,489.60102685909976,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,KOR,"Korea, Republic of",AUS,Australia,14716344.0,6670836860.0,6656120516.0,6656120516.0,453.294436444269,99.77939283617859,0.0022060716382142193,0.0022060716382142193,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,AUS,Australia,KOR,"Korea, Republic of",6554665308.963,10565882.126,6544099426.837,6544099426.837,620.361388741372,99.83880363637252,620.361388741372,620.361388741372,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,AUS,Australia,JPN,Japan,6519345607.739,7232692.552,6512112915.187,6512112915.187,901.3718695862797,99.88905799773194,901.3718695862797,901.3718695862797,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,GIN,Guinea,4428669.0,6389849092.0,6385420423.0,6385420423.0,1442.8373608413724,99.93069211907454,0.0006930788092546083,0.0006930788092546083,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHL,Chile,JPN,Japan,6185455567.671,1010486.0,6184445081.671,6184445081.671,6121.267951927092,99.98366351533942,6121.267951927092,6121.267951927092,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,AUS,Australia,KOR,"Korea, Republic of",6013508787.409,120423.326,6013388364.083,6013388364.083,49936.41171652243,99.99799745322976,49936.41171652243,49936.41171652243,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,MEX,Mexico,393091.0,5809010538.0,5808617447.0,5808617447.0,14777.77547183731,99.99323308165084,6.766918349150359e-05,6.766918349150359e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,AUS,Australia,JPN,Japan,5695857822.828,15550026.216,5680307796.612,5680307796.612,366.2924900388477,99.72699412977484,366.2924900388477,366.2924900388477,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,AUS,Australia,JPN,Japan,5599251564.784,8833732.032,5590417832.752001,5590417832.752001,633.8489264221322,99.84223369981163,633.8489264221322,633.8489264221322,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,RUS,Russian Federation,50336241.0,5640737247.0,5590401006.0,5590401006.0,112.06115385135732,99.10763010585592,0.008923698941440872,0.008923698941440872,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,JPN,Japan,CHL,Chile,0.0,5571057497.928,5571057497.928,5571057497.928,1.0,100.0,0.0,0.0,finite,True,True,high_abs_gap|high_pct_gap|one_side_zero,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,AUS,Australia,JPN,Japan,5537534644.256,5595093.315,5531939550.941,5531939550.941,989.71265222875,99.89896057226832,989.71265222875,989.71265222875,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHN,China,MEX,Mexico,683916.0,5226087286.0,5225403370.0,5225403370.0,7641.416907924365,99.9869134217901,0.0001308657820989942,0.0001308657820989942,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,MEX,Mexico,CHN,China,5171949398.0,8777338.0,5163172060.0,5163172060.0,589.2389467057096,99.83028956154531,589.2389467057096,589.2389467057096,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,JPN,Japan,CHL,Chile,0.0,5153684315.73,5153684315.73,5153684315.73,1.0,100.0,0.0,0.0,finite,True,True,high_abs_gap|high_pct_gap|one_side_zero,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,JPN,Japan,BRA,Brazil,17602.935,5100156168.431,5100138565.495999,5100138565.495999,289733.2841614764,99.99965485498053,3.451450194595772e-06,3.451450194595772e-06,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHL,Chile,JPN,Japan,4994738880.125,2129878.54,4992609001.585,4992609001.585,2345.081555742141,99.95735755980208,2345.081555742141,2345.081555742141,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHN,China,IND,India,21264639.0,4894862016.0,4873597377.0,4873597377.0,230.18787274028023,99.56557224840064,0.004344277515993619,0.004344277515993619,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,MEX,Mexico,260891.0,4798110194.0,4797849303.0,4797849303.0,18391.244596402328,99.9945626300887,5.437369911308877e-05,5.437369911308877e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,JPN,Japan,CHL,Chile,3148.333,4687188020.6,4687184872.267,4687184872.267,1488784.070998843,99.9999328310922,6.716890780065158e-07,6.716890780065158e-07,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,CHL,Chile,JPN,Japan,4629153722.849,1397861.01,4627755861.839,4627755861.839,3311.597998465527,99.96980309806736,3311.597998465527,3311.597998465527,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,MEX,Mexico,CHN,China,4630616358.0,9055719.0,4621560639.0,4621560639.0,511.3471782858987,99.80443815034785,511.3471782858987,511.3471782858987,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,JPN,Japan,CHL,Chile,0.0,4608225931.672,4608225931.672,4608225931.672,1.0,100.0,0.0,0.0,finite,True,True,high_abs_gap|high_pct_gap|one_side_zero,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHN,China,CAN,Canada,5168776.0,4608908674.0,4603739898.0,4603739898.0,891.6828034335401,99.8878524968577,0.0011214750314230244,0.0011214750314230244,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,KAZ,Kazakhstan,86723.0,4548351248.0,4548264525.0,4548264525.0,52446.88546291065,99.99809330908562,1.9066909143864785e-05,1.9066909143864785e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,CHN,China,GIN,Guinea,2818058.0,4524868868.0,4522050810.0,4522050810.0,1605.6691764328484,99.93772067031756,0.0006227932968244418,0.0006227932968244418,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,MEX,Mexico,CHN,China,4510159837.0,5702837.0,4504457000.0,4504457000.0,790.8624842337243,99.87355576728754,790.8624842337243,790.8624842337243,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2022,JPN,Japan,BRA,Brazil,0.0,4493435987.386,4493435987.386,4493435987.386,1.0,100.0,0.0,0.0,finite,True,True,high_abs_gap|high_pct_gap|one_side_zero,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,RUS,Russian Federation,26864726.0,4380832625.0,4353967899.0,4353967899.0,163.07006537122322,99.38676666516105,0.006132333348389451,0.006132333348389451,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHL,Chile,JPN,Japan,4323896046.029,2754572.23,4321141473.799001,4321141473.799001,1569.7159794677086,99.93629420780064,1569.7159794677086,1569.7159794677086,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHL,Chile,JPN,Japan,4266710311.325,517378.01,4266192933.3149996,4266192933.3149996,8246.794855709079,99.98787407692932,8246.794855709079,8246.794855709079,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,CHN,China,RUS,Russian Federation,6096235.0,4248116081.0,4242019846.0,4242019846.0,696.8425726698528,99.85649556453352,0.001435044354664846,0.001435044354664846,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,MNG,Mongolia,CHN,China,4242962312.13,4397352.98,4238564959.15,4238564959.15,964.8900898853927,99.89636125290511,964.8900898853927,964.8900898853927,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHN,China,IND,India,11113809.0,4249068896.0,4237955087.0,4237955087.0,382.32336870284524,99.738441308625,0.0026155869137500566,0.0026155869137500566,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2020,CHN,China,MEX,Mexico,2475994.0,4237672796.0,4235196802.0,4235196802.0,1711.5036611558833,99.94157184569943,0.0005842815430056625,0.0005842815430056625,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,CHN,China,MNG,Mongolia,409729.0,4210379345.0,4209969616.0,4209969616.0,10276.010106680269,99.99026859656989,9.731403430110643e-05,9.731403430110643e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2024,JPN,Japan,BRA,Brazil,142356.647,4119651548.128,4119509191.481,4119509191.481,28938.94760058517,99.99654444932207,3.4555506779375047e-05,3.4555506779375047e-05,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2021,DEU,Germany,ZAF,South Africa,472.206,4110750785.372,4110750313.1660004,4110750313.1660004,8705418.366924604,99.99998851290131,1.1487098699350318e-07,1.1487098699350318e-07,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
ores_HS26,2023,CHN,China,KAZ,Kazakhstan,550974.0,4078480049.0,4077929075.0,4077929075.0,7402.309453803628,99.98649070258085,0.00013509297419147433,0.00013509297419147433,finite,True,True,high_abs_gap|high_pct_gap,high,ores_HS26_country_pairs_2020_2024.csv
