exporterISO,importerISO,exp_2020,imp_2020,exp_2021,imp_2021,exp_2022,imp_2022,exp_2023,imp_2023,exp_2024,imp_2024
ARE,BFA,30529.614,0.0,2927.161,0.0,0.0,0.0,20980.258,3791.803,0.0,17297.019
ARE,BGD,47185.635,0.0,42345.812,0.0,105323.67,0.0,23795.923,0.0,0.0,0.0
ARE,BGR,15988.756,7049.913,5027.91,2442.896,29161.878,8961.683,17094.894,33211.778,0.0,205.217
ARE,BHR,6268345.341,1253145.67,7039838.556,922886.3,5870257.693,1714851.484,5155202.092,1306860.39,0.0,0.0
ARE,BIH,0.0,0.0,0.0,92.81,0.0,0.0,0.0,216.697,0.0,0.0
ARE,BLZ,0.0,0.0,0.0,0.0,0.0,0.0,381.212,253.6,0.0,146.885
ARE,BMU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.38
ARE,BOL,0.0,0.0,0.0,0.0,369.985,0.0,0.0,0.0,0.0,0.0
ARE,BRA,0.0,0.0,1724170.68,0.0,2423586.045,0.0,872747.967,0.0,0.0,0.0
ARE,BRN,1678.012,513.96,0.0,3.72,1579.306,5.801,0.0,0.0,0.0,0.0
ARE,BTN,37630.228,14.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,BWA,0.0,24.717,0.0,148952.73,0.0,0.0,0.0,42282.002,0.0,0.0
ARE,CAF,0.0,0.0,4412.354,0.0,39833.143,6642.986,58981.412,0.0,0.0,45148.72
ARE,CAN,3475158.625,216611.43,4933067.99,251646.711,1844020.806,31813.49,809793.17,600839.177,0.0,399291.207
ARE,CHE,19566.373,26819.673,111.641,3859.079,0.0,37924.892,367.597,36831.397,0.0,4787.374
ARE,CHL,1808.76,2217.9,0.0,0.0,108.918,0.0,54.459,0.0,0.0,4494.73
ARE,CHN,72838.672,0.0,171170.86,0.0,316741.176,0.0,116675.016,0.0,0.0,0.0
ARE,CIV,19163.324,3405.2,4217.062,3191.649,6608.675,993773.085,6135.594,2201.714,0.0,1976.79
ARE,CMR,5697.071,82360.64,11184.683,9091.41,34860.489,10238.709,23054.499,39763.307,0.0,0.0
ARE,COD,61102.989,217414.327,74150.555,26095.401,136286.637,12633.512,208468.4,57055.7,0.0,0.0
ARE,COG,43818.58,55161.07,157175.244,72886.21,155265.384,167857.216,84476.27,90635.677,0.0,0.0
ARE,COM,80102.58,66266.841,130412.712,28650.56,623651.253,355567.363,25069.579,208333.839,0.0,0.0
ARE,CPV,0.0,0.0,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.0
ARE,CYP,0.0,2502.551,0.0,55.589,0.0,0.0,502.791,3644.957,0.0,0.0
ARE,CZE,70.402,72.0,0.0,0.0,133.138,189.0,0.0,0.0,0.0,0.0
ARE,DEU,21379.321,16283.987,201778.742,0.0,393511.164,6.353,7728.095,11134.197,0.0,6527.213
ARE,DJI,1910914.18,0.0,713349.077,15853977.55,2192229.009,16263281.906,3548737.521,11647445.084,0.0,0.0
ARE,DNK,54865.954,2.751,62889.311,9.384,121427.634,0.0,366.78,0.0,0.0,0.0
ARE,DZA,24589.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,EGY,40695.442,19.046,44456.519,381438.085,93384.586,231.471,75903.255,92.284,0.0,3384.868
ARE,ERI,944003.103,0.0,914675.866,0.0,477046.358,0.0,433142.912,0.0,0.0,0.0
ARE,ESP,272.885,1272.857,0.0,0.0,7289.04,0.0,2971.496,0.0,0.0,2921.853
ARE,EST,0.0,0.0,0.0,0.0,1625.111,0.0,0.0,0.0,0.0,0.0
ARE,ETH,701942.756,3156083.41,278949.591,2842606.5,559473.485,384730.953,285319.292,959420.005,0.0,0.0
ARE,FIN,0.0,2.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.702
ARE,FJI,0.0,20502.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33700.568
ARE,FRA,123788.792,49106.433,157174.509,66751.498,609645.973,18020.821,73941.49,2010.078,0.0,9807.449
ARE,GAB,36811.652,4760.941,17699.115,1414.623,16299.003,2042.708,4616.746,19258.765,0.0,0.0
ARE,GBR,3563635.811,1134053.378,1580130.515,1316508.252,759098.557,2840821.05,261723.448,287720.08,0.0,3738.948
ARE,GEO,18578.711,53429.61,22592.157,200194.69,33705.325,39833.8,0.0,12634.13,0.0,36650.0
ARE,GHA,1358674.244,0.0,1517229.815,1608344.558,3314753.969,2596807.288,2456139.041,1038532.224,0.0,0.0
ARE,GIN,105892.602,0.0,40254.414,0.0,41690.776,0.0,30854.436,0.0,0.0,0.0
ARE,GMB,500635.548,142297.27,12021.004,444097.52,8054.581,370313.063,7490.208,463914.65,0.0,123727.752
ARE,GNB,0.0,0.0,0.0,0.0,5.446,0.0,0.0,0.0,0.0,0.0
ARE,GNQ,29339.254,0.0,2309.054,0.0,0.0,0.0,5663.717,0.0,0.0,0.0
ARE,GRC,101739.014,0.0,86481.359,0.0,94510.63,0.0,91279.437,0.0,0.0,0.0
ARE,GUY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25406.411,0.0,10451.801
ARE,HKG,16472.138,0.0,9909.816,0.0,10656.356,0.0,106396.61,0.0,0.0,0.0
ARE,HRV,0.0,0.0,0.0,0.0,32879.509,0.0,0.0,0.0,0.0,0.0
ARE,HUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
ARE,IDN,0.0,0.0,8476.514,121.0,34918.447,0.0,0.0,20800.0,0.0,137.0
ARE,IND,1233372.028,91054.737,1132813.678,25268.625,8391916.792,54457.9,797185.263,0.0,0.0,8183.642
ARE,IRL,251304.037,0.0,72272.314,210.528,36921.987,0.0,62486.89,0.0,0.0,32.471
ARE,IRN,9095378.202,636778940.0,8884365.301,2732691264.0,12627263.146,2916300465.0,8594697.756,0.0,0.0,0.0
ARE,IRQ,6211048.127,0.0,4683472.719,0.0,11085249.678,0.0,12254405.474,0.0,0.0,0.0
ARE,ISL,0.0,0.0,0.0,1441.858,0.0,0.0,0.0,206.143,0.0,0.0
ARE,ISR,0.0,9008000.0,0.0,17131000.0,42359.247,144705000.0,31417.78,246000.0,0.0,214509000.0
ARE,ITA,19279.021,0.0,9933.56,5101.159,150818.858,0.0,1952.417,35609.419,0.0,0.0
ARE,JOR,709183.658,12426.763,218129.225,60904.141,1345484.237,140494.436,282586.154,119930.155,0.0,0.0
ARE,JPN,70949.672,0.0,88551.447,3152.492,23128.386,0.0,0.0,0.0,0.0,0.0
ARE,KAZ,107808.232,0.0,3705.582,0.0,71386.345,0.0,643.572,0.0,0.0,0.0
ARE,KEN,1122313.225,12215.538,335865.112,4985.597,1033042.877,1200951.396,713284.702,6789175.071,0.0,78799.206
ARE,KGZ,54965.99,0.0,51249.965,12000.0,150281.793,0.0,197127.504,52574.0,0.0,0.0
ARE,KHM,0.0,0.0,0.0,0.0,4424.561,0.0,0.0,0.0,0.0,0.0
ARE,KOR,23691.384,52.0,21323.73,11.0,63018.923,20.0,27943.174,312.0,0.0,310.0
ARE,KWT,12580709.694,603119.0,4012112.223,400226.0,3597589.04,173403.404,4666656.951,662357.643,0.0,165845.0
ARE,LBN,39931.331,70551.0,181628.913,4642.0,149434.142,878.0,41358.112,88961.0,0.0,27425.0
ARE,LBR,48986.871,1133103.38,23940.773,7469.54,21164.898,992894.68,31748.481,21192.76,0.0,0.0
ARE,LBY,302658.606,0.0,536291.503,0.0,1046348.126,0.0,333736.394,0.0,0.0,0.0
ARE,LKA,1448725.426,819.939,3587405.705,28734.492,25450675.717,26077.927,6119193.724,1316.281,0.0,3786.567
ARE,MAR,1.016,341.376,12797.821,1025.201,156870.792,0.0,25795.762,0.0,0.0,0.0
ARE,MDA,0.0,0.0,0.0,0.0,59.905,0.0,0.0,0.0,0.0,0.0
ARE,MDG,152200.998,59909.93,175832.594,1561646.59,1205.963,14160.098,14918.148,483697.369,0.0,0.0
ARE,MDV,168703.897,638048.502,296122.2,1381699.207,294147.752,257973.783,233774.594,1531599.545,0.0,255467.766
ARE,MEX,4502.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,MLI,426.576,3880.86,3357.413,1.804,0.0,0.0,0.0,65963.333,0.0,0.0
ARE,MLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.449
ARE,MMR,0.0,0.0,0.0,0.0,18170.728,0.0,0.0,0.0,0.0,0.0
ARE,MNE,0.0,149.817,0.0,0.0,304.901,0.0,4012.629,306.583,0.0,0.0
ARE,MOZ,9610.552,8741570.594,9012.389,5816783.219,11738.325,11474911.961,20681.878,25966000.0,0.0,3052478.6
ARE,MRT,26793.222,0.0,49589.651,0.0,70667.99,0.0,14910.823,34739.443,0.0,34950.755
ARE,MUS,618417.976,3871.031,217681.731,17375.844,178990.111,3560.097,11536.057,2754.685,0.0,326313.06
ARE,MWI,37.489,4637389.153,7791.668,2613921.14,4157.114,696201.387,10309.443,43625.79,0.0,4971.319
ARE,MYS,426122.603,264.067,41503.974,0.0,30563.389,16907.682,12995.746,43749.938,0.0,136955.721
ARE,NAM,0.0,0.0,0.0,0.0,0.0,86.976,0.0,47.93,0.0,0.0
ARE,NER,151091.495,15437.356,36979.789,4240.958,6355.344,8573.045,4647.297,12963.048,0.0,0.0
ARE,NGA,1638924.982,1105277.2,536362.43,49032.644,451761.73,149985.402,749251.62,8.447,0.0,78932595.677
ARE,NLD,146286.874,1221.008,2394.29,1335.314,99319.265,11712.007,48921.27,14601.451,0.0,157550.217
ARE,NOR,0.0,441.425,0.0,406.403,0.0,441.439,0.0,0.0,0.0,1926.886
ARE,NPL,0.0,0.0,60276.224,0.0,74824.858,0.0,16290.428,0.0,0.0,0.0
ARE,NZL,15891.342,21210.611,502.791,5795.728,756.637,8103.053,27807.101,25945.182,0.0,13957.443
ARE,OMN,36947042.214,197370866.502,33300419.593,201450179.139,35502611.913,95440959.539,24890025.472,62990499.251,0.0,0.0
ARE,PAK,1166992.251,50313.74,1670619.708,14760027.799,3127359.616,69485.699,4618624.821,135208.473,0.0,30480.144
ARE,PER,0.0,0.0,0.0,0.0,16549.761,0.0,122238.101,0.0,0.0,0.0
ARE,PHL,5.718,0.0,2031.57,2315.0,11.436,0.0,408.441,0.0,0.0,0.0
ARE,PNG,0.0,0.0,0.0,0.0,0.0,0.0,3082.11,770.42,0.0,0.0
ARE,POL,4138.87,0.0,0.0,14.0,0.0,93.0,366.78,35.0,0.0,71.0
ARE,PRT,93168.966,86.807,49181.483,42.579,125152.073,0.0,45151.803,0.0,0.0,52.394
ARE,PSE,0.0,1682.53,0.0,1438.47,0.0,0.0,0.0,0.0,0.0,0.0
ARE,QAT,0.0,0.0,956151.148,0.0,7982320.836,0.0,6830230.913,0.0,0.0,368355.834
ARE,ROU,168343.921,0.0,246500.197,1802.17,61520542.326,952.56,225042.608,0.0,0.0,0.0
ARE,RUS,11845771.703,0.0,18256629.851,0.0,6999049.498,0.0,10914188.232,0.0,0.0,0.0
ARE,RWA,187834.346,313291.59,215093.263,264679.76,463694.609,470175.5,210328.03,0.0,0.0,0.0
ARE,S19,0.0,0.0,0.0,0.0,5631.259,0.0,0.0,0.0,0.0,0.0
ARE,SAU,7455006.658,12975889.009,9653388.433,2760004.198,13505552.388,19593057.644,11984834.247,5199551.337,0.0,4628090.818
ARE,SDN,222401.829,0.0,1860608.931,0.0,728950.278,0.0,702557.233,0.0,0.0,0.0
ARE,SEN,295108.487,17480.09,166631.791,503515.554,58012.35,233067.937,87072.798,12814.052,0.0,190553.099
ARE,SGP,0.0,5.073,1291.714,1863.812,15007.292,1235.251,14480.381,2242.704,0.0,85877.217
ARE,SLE,50963.291,0.0,6784.438,0.0,11405.064,0.0,2674.2,0.0,0.0,0.0
ARE,SOM,4311383.448,0.0,5196028.451,0.0,7463172.118,0.0,6617719.26,0.0,0.0,0.0
ARE,SRB,606.309,0.0,932.392,0.0,640.61,0.0,190.135,0.0,0.0,0.0
ARE,SSD,38304.7,0.0,144976.443,0.0,736606.378,0.0,737746.746,0.0,0.0,0.0
ARE,STP,11503.854,37.662,12577.072,14.931,0.0,48.042,0.0,0.0,0.0,0.0
ARE,SVN,0.0,0.0,0.0,0.0,46402.449,0.0,0.0,0.0,0.0,0.0
ARE,SWE,1667.801,977.166,174604.374,6995.806,394355.877,2966.112,30280.002,8859.431,0.0,15329.822
ARE,SWZ,0.0,10.85,0.0,16.24,0.0,0.0,0.0,0.0,0.0,0.0
ARE,SYC,501000.101,597401.988,260999.739,451407.182,750749.825,886900.068,202181.47,383630.159,0.0,634724.285
ARE,SYR,113731.255,0.0,227806.665,0.0,215905.78,0.0,186526.884,0.0,0.0,0.0
ARE,TCD,18355.345,0.0,14142.954,0.0,10254.595,0.0,28822.763,0.0,0.0,0.0
ARE,TGO,110684.434,1250.01,43573.643,0.0,32376.457,39014.514,65732.439,9992.573,0.0,0.0
ARE,THA,171724.888,16368.768,240649.115,4883.849,729548.897,11215.113,2818.162,16574.079,0.0,27703.05
ARE,TJK,0.0,0.0,5514.608,53394.0,38687.95,51856.0,0.0,72946.0,0.0,0.0
ARE,TKM,39011.794,0.0,30576.887,0.0,234551.789,0.0,96034.097,0.0,0.0,0.0
ARE,TTO,0.0,0.0,0.0,0.0,0.0,0.0,1.361,0.0,0.0,0.0
ARE,TUN,0.0,0.0,3608.03,2914.137,0.0,0.0,0.0,0.0,0.0,0.0
ARE,TUR,42837.798,20341.0,72854.31,9371.0,42914.153,56.0,266689.335,86.0,0.0,20.0
ARE,TZA,756768.1,42123.97,745849.373,81594.0,887522.203,90555.85,1046304.325,83965.6,0.0,82800.158
ARE,UGA,220465.941,98260.0,286536.003,62264.29,381141.201,69003.53,351989.58,65519.94,0.0,88749.25
ARE,UKR,15083.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,USA,4514941.24,1004318.0,11776324.853,6198221.0,9723919.187,988103.0,12151518.648,1346383.0,0.0,1408180.0
ARE,UZB,8373.044,12425.0,0.0,12480.0,22032.947,0.0,0.0,0.0,0.0,0.0
ARE,VNM,25505.924,0.0,0.0,0.0,154646.966,0.0,16823.395,0.0,0.0,0.0
ARE,W00,134968900.228,0.0,140663975.982,0.0,252644810.208,0.0,140212808.697,0.0,0.0,0.0
ARE,YEM,7640760.688,0.0,5132625.251,0.0,9798497.97,0.0,3885947.815,0.0,0.0,0.0
ARE,ZAF,134686.557,965970.046,3234507.466,324848.131,1940330.783,496.825,1086931.422,28988.776,0.0,1053410.894
ARE,ZMB,64011.523,17760.602,210268.285,25783.442,187207.129,82920.747,78969.528,124357.856,0.0,54547.352
ARE,ZWE,0.0,2284937.6,0.0,21229483.87,0.0,18324756.66,0.0,3049184.46,0.0,6505959.816
ARE,_X ,0.0,0.0,9672.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,AGO,12820409.91,22875300.257,67066143.98,69428713.337,90039301.23,155560314.727,3632992.11,31927900.266,60753399.18,59191314.79
ARG,ALB,220515.84,264387.248,0.0,108744.681,130699.92,127591.538,172801.0,167632.66,0.0,148750.089
ARG,ARE,69442069.02,86377244.3,89356670.65,134252517.416,87501704.72,128530364.471,72027163.27,88062461.176,101216043.79,0.0
ARG,ARG,0.0,0.0,0.0,442917.93,0.0,177371.14,0.0,501737.63,0.0,447610.35
ARG,ARM,0.0,0.0,0.0,0.0,0.0,57.84,0.0,0.0,0.0,151.3
ARG,ATG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.363
ARG,AUS,291620.5,438776.107,0.0,294552.886,355009.0,375683.271,0.0,585348.525,0.0,167107.339
ARG,AUT,0.0,365392.642,0.0,227030.551,0.0,446713.759,0.0,869620.019,0.0,795275.796
ARG,AZE,376773.0,732404.46,0.0,387184.16,0.0,82173.57,0.0,31206.43,0.0,213101.94
ARG,BDI,0.0,1216867.451,0.0,1623513.652,0.0,10933718.762,0.0,0.0,0.0,0.0
ARG,BEL,2339391.4,5666260.285,2949422.31,5540223.787,20675456.84,29547218.991,11984990.37,21312997.356,2838450.6,14745224.91
ARG,BEN,304845.12,488088.561,626629.96,1715154.891,1961374.72,2892168.118,404178.81,580602.877,0.0,865216.391
